"start";"end";"deviceid";"বয়স";"লিঙ্গ";"শিক্ষাগত যোগ্যতা";"পেশা";"আপনি কোথায় বসবাস করেন?";"আপনার চা পানের ধরণ কেমন?";"আপনি প্রতিদিন সাধারণত কোন সময়ে নিয়মিত চা পান করেন?";"আপনি প্রতিদিন সাধারণত কোন সময়ে নিয়মিত চা পান করেন?/সকাল";"আপনি প্রতিদিন সাধারণত কোন সময়ে নিয়মিত চা পান করেন?/দুপুর";"আপনি প্রতিদিন সাধারণত কোন সময়ে নিয়মিত চা পান করেন?/বিকাল/সন্ধ্যায়";"আপনি প্রতিদিন সাধারণত কোন সময়ে নিয়মিত চা পান করেন?/রাতে";"আপনার পরিবারের অন্য কতজন সদস্য চা পান করেন? ";"আপনি কোন ধরণের চা পান করে থাকেন? ";"আপনি কোন ধরণের চা পান করে থাকেন? /র/লাল চা";"আপনি কোন ধরণের চা পান করে থাকেন? /দুধ চা";"আপনি কোন ধরণের চা পান করে থাকেন? /গ্রীন চা";"আপনি কোন ধরণের চা পান করে থাকেন? /হারবাল চা";"আপনি কোন ধরণের চা পান করে থাকেন? /উলং চা";"আপনি কোন ধরণের চা পান করে থাকেন? /অন্যান্য";"আপনি কোন ধরণের চা পান করে থাকেন? /রেডি চা";"আপনি কোন ধরণের চা পান করে থাকেন? /ফ্লেভারযুক্ত চা";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?/ব্যান্ডের টি ব্যাগ";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?/খোলা চা ";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?/রেডি/প্যাকেজ চা";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?/অন্যান্য";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?/ব্রান্ডের চা পাতা";"আপনি সাধারনরত কোন জায়গা চা পাতা ক্রয় করে থাকেন?";"আপনি সাধারনরত কোন জায়গা চা পাতা ক্রয় করে থাকেন?/মুদি দোকান";"আপনি সাধারনরত কোন জায়গা চা পাতা ক্রয় করে থাকেন?/সুপারশপ";"আপনি সাধারনরত কোন জায়গা চা পাতা ক্রয় করে থাকেন?/অনলাইন শপ";"আপনি সাধারনরত কোন জায়গা চা পাতা ক্রয় করে থাকেন?/অন্যান্য";"প্রতি মাসে আপনার কত টাকার চা পাতা ক্রয় করে থাকেন?";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/ব্র্যান্ড এর খ্যাতি";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/গুনগত মান";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/স্বাদ ";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/ঘ্রান";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/পন্যের মোড়ক ";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/সুলভ ক্রয়মূল্য ";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/ডিসকাউন্ট বা ফ্রি গিফট";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/দোকানদার যা দেয় তাই কিনি";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/যখন যা পাই ";"বর্তমানে আপনি যে ব্রান্ডের চা পান করছেন সেটি সম্পর্কে আপনি কিভাবে আগ্রহী হয়েছিলেন?";"বর্তমানে আপনি যে ব্রান্ডের চা পান করছেন সেটি সম্পর্কে আপনি কিভাবে আগ্রহী হয়েছিলেন?/বিজ্ঞাপন দেখে";"বর্তমানে আপনি যে ব্রান্ডের চা পান করছেন সেটি সম্পর্কে আপনি কিভাবে আগ্রহী হয়েছিলেন?/কারো কাছ থেকে শুনে";"বর্তমানে আপনি যে ব্রান্ডের চা পান করছেন সেটি সম্পর্কে আপনি কিভাবে আগ্রহী হয়েছিলেন?/পান করে";"বিদ্যমান ব্রান্ডের চায়ের ক্ষেত্রে চায়ের মানোন্নয়নে আপনার কোন প্রত্যাশা বা পরামর্শ রয়েছে কি? ";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2023-10-04T11:21:28.302+06:00";"2023-10-04T11:31:04.006+06:00";"ee-eu.kobotoolbox.org:pREFC9fLrBNBnUon";"26";"নারী";"স্নাতকোত্তর/সমমান";"কোন কর্মে নিয়জিত নয়";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"বিকাল/সন্ধ্যায়";"0";"0";"1";"0";"৩";"দুধ চা";"0";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান স্বাদ ";"0";"1";"1";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"487357085";"678d0efc-ceda-4f79-a741-839d3a829888";"2023-10-04T05:31:04";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"50"
"2023-10-04T11:28:03.775+06:00";"2023-10-04T11:31:52.748+06:00";"ee-eu.kobotoolbox.org:XlaKqEHfSltvMLSH";"25";"নারী";"স্নাতকোত্তর/সমমান";"কোন কর্মে নিয়জিত নয়";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"বিকাল/সন্ধ্যায়";"0";"0";"1";"0";"৩";"র/লাল চা";"1";"0";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"সুপারশপ";"0";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"স্বাদ ";"0";"0";"1";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"487357493";"b3aeb67a-f183-41ce-a2d9-7c101bf4f458";"2023-10-04T05:31:55";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"51"
"2023-10-04T11:31:45.293+06:00";"2023-10-04T11:34:12.541+06:00";"ee-eu.kobotoolbox.org:ku9hdTQ8gf51YQeG";"24";"নারী";"স্নাতক/ডিগ্রী/সমমান";"শিক্ষার্থী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"বিকাল/সন্ধ্যায়";"0";"0";"1";"0";"৩";"র/লাল চা";"1";"0";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ টাকার কম";"ব্র্যান্ড এর খ্যাতি গুনগত মান ঘ্রান";"1";"1";"0";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"না!";"487358225";"63e0f907-2b8b-4797-a2f7-b02b1af6aad9";"2023-10-04T05:34:34";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"52"
"2023-10-04T11:34:26.596+06:00";"2023-10-04T11:35:48.998+06:00";"ee-eu.kobotoolbox.org:PUfaBSypmo1GFwux";"26";"পুরুষ";"স্নাতক/ডিগ্রী/সমমান";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"বিকাল/সন্ধ্যায় রাতে";"0";"0";"1";"1";"২";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্যান্ডের টি ব্যাগ ব্রান্ডের চা পাতা";"1";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ টাকার কম";"স্বাদ ";"0";"0";"1";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"487358658";"9d77acee-64af-4346-851a-cb7006a08615";"2023-10-04T05:36:06";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"53"
"2023-10-04T11:38:46.425+06:00";"2023-10-04T11:42:08.019+06:00";"ee-eu.kobotoolbox.org:D1Pz5WTWpdPzgqXY";"25";"নারী";"এসএসসি/সমমান";"কোন কর্মে নিয়জিত নয়";"মাঝাড়ি ও ছোট শহর (জেলা শহর/উপজেলা শহর/পৌরসভা)";"প্রতিদিন";"বিকাল/সন্ধ্যায়";"0";"0";"1";"0";"২";"দুধ চা";"0";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ টাকার কম";"গুনগত মান";"0";"1";"0";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"Na";"487360297";"9b449972-f60a-4560-9424-b03a532cc3b5";"2023-10-04T05:42:09";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"54"
"2023-10-04T11:37:43.203+06:00";"2023-10-04T11:42:45.943+06:00";"ee-eu.kobotoolbox.org:LC3YTrwjau19uTBb";"32";"পুরুষ";"স্নাতকোত্তর/সমমান";"বেসরকারি চাকরি";"মাঝাড়ি ও ছোট শহর (জেলা শহর/উপজেলা শহর/পৌরসভা)";"প্রতিদিন";"সকাল দুপুর বিকাল/সন্ধ্যায় রাতে";"1";"1";"1";"1";"৪";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"ব্র্যান্ড এর খ্যাতি গুনগত মান";"1";"1";"0";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"Na";"487360486";"67dfdc39-4cb9-4b75-9121-c3a67ffbd41c";"2023-10-04T05:42:48";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"55"
"2023-10-04T11:42:56.915+06:00";"2023-10-04T11:44:23.407+06:00";"ee-eu.kobotoolbox.org:bB5URvj8IXcBPSvA";"27";"পুরুষ";"স্নাতক/ডিগ্রী/সমমান";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"সকাল";"1";"0";"0";"0";"৪";"র/লাল চা";"1";"0";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান সুপারশপ অনলাইন শপ";"1";"1";"1";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"ব্র্যান্ড এর খ্যাতি গুনগত মান স্বাদ  ঘ্রান";"1";"1";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"N/A";"487361118";"97257d59-1c28-4def-9ed3-0c5fcc5181f6";"2023-10-04T05:44:27";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"56"
"2023-10-04T11:47:11.751+06:00";"2023-10-04T11:50:22.162+06:00";"ee-eu.kobotoolbox.org:9cDoMy6CzI9mfMFK";"38";"পুরুষ";"স্নাতকোত্তর/সমমান";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল দুপুর বিকাল/সন্ধ্যায় রাতে";"1";"1";"1";"1";"৪";"র/লাল চা দুধ চা ফ্লেভারযুক্ত চা";"1";"1";"0";"0";"0";"0";"0";"1";"ব্যান্ডের টি ব্যাগ ব্রান্ডের চা পাতা";"1";"0";"0";"0";"1";"মুদি দোকান সুপারশপ অনলাইন শপ অন্যান্য";"1";"1";"1";"1";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান স্বাদ  ঘ্রান সুলভ ক্রয়মূল্য  ডিসকাউন্ট বা ফ্রি গিফট";"0";"1";"1";"1";"0";"1";"1";"0";"0";"কারো কাছ থেকে শুনে পান করে";"0";"1";"1";"";"487362744";"ae6daf2a-f403-45bd-b138-dd830e64880f";"2023-10-04T05:50:25";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"57"
"2023-10-04T11:48:18.583+06:00";"2023-10-04T11:52:28.458+06:00";"ee-eu.kobotoolbox.org:de7dOQOphUXF7fXo";"25";"নারী";"স্নাতক/ডিগ্রী/সমমান";"গৃহিণী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"বিকাল/সন্ধ্যায়";"0";"0";"1";"0";"২";"দুধ চা গ্রীন চা";"0";"1";"1";"0";"0";"0";"0";"0";"ব্যান্ডের টি ব্যাগ ব্রান্ডের চা পাতা";"1";"0";"0";"0";"1";"সুপারশপ অন্যান্য";"0";"1";"0";"1";"২০০ টাকার কম";"ব্র্যান্ড এর খ্যাতি গুনগত মান স্বাদ ";"1";"1";"1";"0";"0";"0";"0";"0";"0";"কারো কাছ থেকে শুনে পান করে";"0";"1";"1";"";"487363266";"73492793-18b5-470d-bf3f-6708ce68f48a";"2023-10-04T05:52:29";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"58"
"2023-10-04T12:03:07.261+06:00";"2023-10-04T12:04:51.170+06:00";"ee-eu.kobotoolbox.org:i3eT0oFSjiWoogj5";"27";"পুরুষ";"স্নাতক/ডিগ্রী/সমমান";"শিক্ষার্থী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"বিকাল/সন্ধ্যায়";"0";"0";"1";"0";"৫ বা তার চেয়ে বেশী";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্যান্ডের টি ব্যাগ ব্রান্ডের চা পাতা";"1";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ টাকার কম";"ব্র্যান্ড এর খ্যাতি গুনগত মান স্বাদ  ঘ্রান সুলভ ক্রয়মূল্য ";"1";"1";"1";"1";"0";"1";"0";"0";"0";"পান করে";"0";"0";"1";"";"487366828";"d78f08a9-c8e9-4503-8af2-a8f6cdd55074";"2023-10-04T06:04:52";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"59"
"2023-10-04T12:04:50.733+06:00";"2023-10-04T12:06:28.984+06:00";"ee-eu.kobotoolbox.org:mRhj1y2OPOiScTDa";"26";"পুরুষ";"স্নাতক/ডিগ্রী/সমমান";"শিক্ষার্থী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"বিকাল/সন্ধ্যায়";"0";"0";"1";"0";"৩";"র/লাল চা";"1";"0";"0";"0";"0";"0";"0";"0";"ব্যান্ডের টি ব্যাগ";"1";"0";"0";"0";"0";"মুদি দোকান";"1";"0";"0";"0";"২০০ টাকার কম";"ব্র্যান্ড এর খ্যাতি গুনগত মান স্বাদ  ঘ্রান";"1";"1";"1";"1";"0";"0";"0";"0";"0";"বিজ্ঞাপন দেখে";"1";"0";"0";"";"487367429";"f5049b99-6265-49c3-a438-38016d8a7a55";"2023-10-04T06:06:38";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"60"
"2023-10-04T12:02:28.108+06:00";"2023-10-04T12:09:57.966+06:00";"ee-eu.kobotoolbox.org:GNaaPHFoXgqygg1i";"43";"নারী";"স্নাতক/ডিগ্রী/সমমান";"গৃহিণী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"৪";"র/লাল চা দুধ চা গ্রীন চা";"1";"1";"1";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান ঘ্রান সুলভ ক্রয়মূল্য ";"0";"1";"0";"1";"0";"1";"0";"0";"0";"পান করে";"0";"0";"1";"অল্প চা এর পাতা কিন্তু ভালো রং ও ঘ্রাণ";"487368569";"f54e106a-e957-4a5b-9e0b-64a883d1e293";"2023-10-04T06:10:02";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"61"
"2023-10-04T12:10:19.420+06:00";"2023-10-04T12:12:03.697+06:00";"ee-eu.kobotoolbox.org:5QW1sqkmZCXFtsv3";"28";"পুরুষ";"স্নাতক/ডিগ্রী/সমমান";"ফ্রিল্যান্সার";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"২";"দুধ চা";"0";"1";"0";"0";"0";"0";"0";"0";"ব্যান্ডের টি ব্যাগ ব্রান্ডের চা পাতা";"1";"0";"0";"0";"1";"মুদি দোকান সুপারশপ অনলাইন শপ";"1";"1";"1";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান স্বাদ  ঘ্রান";"0";"1";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"487369549";"eaf6b426-afd9-4aa3-a275-c766b097fbec";"2023-10-04T06:12:04";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"62"
"2023-10-04T12:14:11.134+06:00";"2023-10-04T12:18:17.536+06:00";"ee-eu.kobotoolbox.org:BMY6BPcgDy19IeK4";"22";"নারী";"স্নাতক/ডিগ্রী/সমমান";"শিক্ষার্থী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"২";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ টাকার কম";"স্বাদ  ঘ্রান সুলভ ক্রয়মূল্য ";"0";"0";"1";"1";"0";"1";"0";"0";"0";"বিজ্ঞাপন দেখে পান করে";"1";"0";"1";"না";"487372444";"04994a01-55b7-47dd-8d64-1c1906db388a";"2023-10-04T06:18:18";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"63"
"2023-10-04T12:31:31.535+06:00";"2023-10-04T12:35:19.764+06:00";"ee-eu.kobotoolbox.org:bZkDJTa5QGEgHMB6";"26";"পুরুষ";"স্নাতকোত্তর/সমমান";"কোন কর্মে নিয়জিত নয়";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"বিকাল/সন্ধ্যায়";"0";"0";"1";"0";"৩";"র/লাল চা";"1";"0";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ টাকার কম";"গুনগত মান স্বাদ  ঘ্রান";"0";"1";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"487379058";"83937640-86bc-490a-b909-43e6a11f62bf";"2023-10-04T06:35:23";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"64"
"2023-10-04T12:39:26.004+06:00";"2023-10-04T12:40:57.205+06:00";"ee-eu.kobotoolbox.org:PCJpZUqrIqlMi2Qq";"19";"পুরুষ";"এইচএসসি/সমমান";"শিক্ষার্থী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"বিকাল/সন্ধ্যায়";"0";"0";"1";"0";"২";"দুধ চা";"0";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ টাকার কম";"স্বাদ  ঘ্রান";"0";"0";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"487381471";"5069d7b3-0e4b-40c8-9ca9-f2eebbd2141f";"2023-10-04T06:40:58";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"65"
"2023-10-04T12:44:53.782+06:00";"2023-10-04T12:48:16.529+06:00";"ee-eu.kobotoolbox.org:MYgEkyoUnaG2AXWQ";"23";"নারী";"স্নাতক/ডিগ্রী/সমমান";"গৃহিণী";"মাঝাড়ি ও ছোট শহর (জেলা শহর/উপজেলা শহর/পৌরসভা)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"৩";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান";"0";"1";"0";"0";"0";"0";"0";"0";"0";"বিজ্ঞাপন দেখে পান করে";"1";"0";"1";"";"487385196";"e2ed416a-7fe1-4909-9d9f-7c45a79f783f";"2023-10-04T06:48:18";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"66"
"2023-10-04T12:44:03.948+06:00";"2023-10-04T12:48:19.424+06:00";"ee-eu.kobotoolbox.org:z39eHEu8SSygpLII";"25";"নারী";"স্নাতক/ডিগ্রী/সমমান";"কোন কর্মে নিয়জিত নয়";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"বিকাল/সন্ধ্যায়";"0";"0";"1";"0";"৪";"দুধ চা";"0";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"স্বাদ ";"0";"0";"1";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"487385217";"bcdbe744-34fd-437b-bb64-97312e074217";"2023-10-04T06:48:20";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"67"
"2023-10-04T12:47:54.005+06:00";"2023-10-04T12:50:36.198+06:00";"ee-eu.kobotoolbox.org:R1Bhv9hDVCNC0VU2";"28";"পুরুষ";"স্নাতক/ডিগ্রী/সমমান";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"চা পান করি না";"সকাল দুপুর বিকাল/সন্ধ্যায় রাতে";"1";"1";"1";"1";"২";"র/লাল চা";"1";"0";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান সুপারশপ অনলাইন শপ অন্যান্য";"1";"1";"1";"1";"২০০ টাকার কম";"দোকানদার যা দেয় তাই কিনি";"0";"0";"0";"0";"0";"0";"0";"1";"0";"কারো কাছ থেকে শুনে";"0";"1";"0";"";"487386434";"2e977a87-83f1-41ef-9cee-09ed96532ee2";"2023-10-04T06:50:36";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"68"
"2023-10-04T13:42:24.073+06:00";"2023-10-04T13:45:34.918+06:00";"ee-eu.kobotoolbox.org:AcaMS922q2TFLLTM";"24";"নারী";"স্নাতক/ডিগ্রী/সমমান";"কোন কর্মে নিয়জিত নয়";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"সকাল";"1";"0";"0";"0";"২";"র/লাল চা দুধ চা গ্রীন চা হারবাল চা";"1";"1";"1";"1";"0";"0";"0";"0";"ব্যান্ডের টি ব্যাগ ব্রান্ডের চা পাতা";"1";"0";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান স্বাদ  সুলভ ক্রয়মূল্য  ডিসকাউন্ট বা ফ্রি গিফট";"0";"1";"1";"0";"0";"1";"1";"0";"0";"পান করে";"0";"0";"1";"No";"487410774";"594bc967-59e6-4160-a17b-a7388adcbee8";"2023-10-04T07:45:36";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"69"
"2023-10-04T14:15:57.974+06:00";"2023-10-04T14:20:12.655+06:00";"ee-eu.kobotoolbox.org:kocK6a6PmKNObt8V";"18";"নারী";"এইচএসসি/সমমান";"শিক্ষার্থী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"বিকাল/সন্ধ্যায়";"0";"0";"1";"0";"৫ বা তার চেয়ে বেশী";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"৫০১ থেকে ১০০০ টাকা";"ব্র্যান্ড এর খ্যাতি গুনগত মান স্বাদ  ঘ্রান";"1";"1";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"Shob shomoy chayer man erokom ee jeno rakha hoy";"487425715";"656ecda5-4c20-400c-afb2-2d0f1ce7b277";"2023-10-04T08:20:14";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"70"
"2023-10-04T15:04:21.887+06:00";"2023-10-04T15:06:46.758+06:00";"ee-eu.kobotoolbox.org:YxIxzwDOlRFufqYd";"20";"পুরুষ";"এইচএসসি/সমমান";"শিক্ষার্থী";"গ্রাম ও শহরতলী  (গ্রাম/ইউনিয়ন/শহরতলী)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায় রাতে";"1";"0";"1";"1";"৫ বা তার চেয়ে বেশী";"র/লাল চা গ্রীন চা";"1";"0";"1";"0";"0";"0";"0";"0";"খোলা চা  ব্রান্ডের চা পাতা";"0";"1";"0";"0";"1";"মুদি দোকান অনলাইন শপ";"1";"0";"1";"0";"৫০১ থেকে ১০০০ টাকা";"গুনগত মান স্বাদ  ঘ্রান ডিসকাউন্ট বা ফ্রি গিফট";"0";"1";"1";"1";"0";"0";"1";"0";"0";"পান করে";"0";"0";"1";"মূল্য কম করা।🙂";"487446958";"3960b38a-8a27-4d28-b91c-74752daee3d0";"2023-10-04T09:06:49";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"71"
